Schlüssel;Objektname;Lokalbezeichnung;Gemeinde;Postleitzahl;x-Koordinate;y-Koordinate;Parz Nr;Fassungseigentümer;OK Terrain;Schachtüberstand;Ordnungs-Nr;Lagegenauigkeit;Verwendungszweck;Verwendungsart;Fassungsart;Fassungszustand;Fassungsabdeckung;Schachttyp;Datenherkunft;Kontaktperson;Bemerkungen Objektdaten;Foto;Foto-Negativ-Nr 1;Foto-Negativ-Nr 2;Foto-Negativ-Nr 3;Fassung;Schutzzone;Anzahl Zuleitungen;Schloss;Aufgenommen durch;Erhebungsdatum;Alte Ordnungs-Nr;Feldbegehung;Objektbereinigung;WVA-Nutzung;WVA-Nutzung ergänzen;WVA-Nutzung streichen;WVA-Nutzung Lage neu
309;Quelle Stutz 1;Stutz;Matt;8766;730930;201710;702;Gde. Matt;1080;;73020107;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Archiv Lienert & Haering AG;Christoph Marti, Werkführer Matt;"1 Quellfassung ständig in Betrieb 
Schlauch nur im Winter in Betrieb
Zuleitung von Quellen Loch";;4;5;;;definitiv;1;ja;Brunner;08.04.1998;2;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
310;Quelle Schnabel;Schnabel;Matt;8766;732370;202350;;Gde. Matt;885;;73220202;aus Plan gelesen;Trinkwasser;2 Dorfbrunnen;ab Fels;gut;Eisentor;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;nicht ins Netz gespiesen, nur im Notfall;;4;5;;;keine vorh.;1;ja;Brunner;08.04.1998;3;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
311;Quelle Langriet;Weiden;Matt;8766;733530;204060;396;Wasserversorgung Weissenberg;1700;90;73320402;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier Weissenberge;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Stauffacher Fridolin, Weissenberg Matt;;;3;4;;;erforderlich;1;ja;Brunner;08.04.1998;4;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
312;Quelle Weiden;Weiden;Matt;8766;733210;204030;396;Wasserversorgung Weissenberg;1655;60;73320403;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier Weissenberge;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Stauffacher Fridolin, Weissenberg Matt;;;2;1;5;;erforderlich;1;ja;Brunner;08.04.1998;5;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
313;Quelle Stübli;Stübli;Matt;8766;731420;201860;280;Brunnengemeinschaft Brummbach;935;0;73120101;aus Plan gelesen;Trinkwasser;1 Ferienhaus, 2 Ställe, 1 Brunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Hans Maduz-Marti, Sand;Neufassung;;2;3;;;keine vorh.;2;nein;Brunner;08.04.1998;6;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
314;Quelle Stalden;Stalden;Matt;8766;732120;201990;245;Hans Elmer- Mattle;860;;73220101;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;ab Fels/ aufstossend;sanierungsbedürftig/ schlecht;Eisentor;Brunnenstube;Archiv AFU Glarus;Hans Elmer-Mattle, Matt;;;6;7;;;keine vorh.;0;nein;Brunner;08.04.1998;7;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
315;Quelle Stutzhütte;Stutzhütte Alp Krauchtal;Matt;8766;736080;207500;700;Gde. Matt;1670;0;73620701;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;genügend;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;19;;;;keine vorh.;0;nein;Brunner;08.04.1998;16;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
316;Quelle Steinhüttli;Steinhüttli Alp Krauchtal;Matt;8766;735700;207180;700;Gde. Matt;1640;0;73520701;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;genügend;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;20;21;;;keine vorh.;0;nein;Brunner;08.04.1998;17;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
317;Quelle Werbenhütte;Werbenhütte Alp Krauchtal;Matt;8766;736140;206320;700;Gde. Matt;1640;0;73620601;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;22;23;;;keine vorh.;2;nein;Brunner;08.04.1998;18;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
318;Quelle Vorderegg-Oberstafel;Vorderegg-Oberstafel;Matt;8766;733960;204180;700;Gde. Matt;1845;10;73320404;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;23;24;;;keine vorh.;2;nein;Brunner;08.04.1998;8;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
319;Quelle Schluchenwald;Schluchenwald;Matt;8766;729970;201660;707;Heiri Marti, Berglialp;1420;;72920102;aus Plan gelesen;Trinkwasser;Alpgebäude;;;;Brunnenstube;Archiv AFU Glarus;Heiri Marti, Sand Matt;"für Unterstafel Bergli
Quellschacht überdeckt, nicht gefunden";;;;;;keine vorh.;;;Brunner;08.04.1998;19;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
320;Quelle Rietboden;Rietboden;Matt;8766;730500;202630;707;Heiri Marti, Berglialp;1560;;73020201;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Eisentor;Brunnenstube;Archiv AFU Glarus;Heiri Marti, Sand Matt;für Mittelstafel Alp Bergli;;21;22;;;keine vorh.;0;nein;Brunner;08.04.1998;20;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
321;Quelle Berglialp Ober Stafel;Ober Stafel Alp Bergli;Matt;8766;729340;201640;707;Heiri Marti, Berglialp;1625;0;72920101;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Heiri Marti, Sand Matt;;;19;20;;;keine vorh.;0;nein;Brunner;08.04.1998;21;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
322;Quelle Hinteregg Ober Stafel  2;Ober Stafel Hinteregg;Matt;8766;734790;204400;700;Gde. Matt;1810;0;73420402;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;23;24;;;keine vorh.;3;nein;Brunner;08.04.1998;9;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
323;Quelle Unter Stafel Vorderegg;Unter Stafel Vorderegg;Matt;8766;735270;203880;700;Gde. Matt;1550;0;73520301;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;33;34;;;keine vorh.;;nein;Brunner;08.04.1998;10;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
324;Quelle Hinteregg Unter Stafel;Hinteregg Unter Stafel;Matt;8766;735390;203940;700;Gde. Matt;1525;0;73520302;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;31;32;;;keine vorh.;1;nein;Brunner;08.04.1998;11;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
325;Quelle Stollenrus Alp Krauchtal Unter Staffel 2;Stollenrus Alp Krauchtal;Matt;8766;736320;205600;700;Gde. Matt;1630;0;73620502;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;genügend;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;Hintere Winggelhütten;;24;25;;;keine vorh.;1;nein;Brunner;08.04.1998;12;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
326;Quelle Riseten Ober Stafel 1;Ober Stafel Riseten;Matt;8766;736980;203680;700;Gde. Matt;1940;20;73620301;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;9;12;;;keine vorh.;2;nein;Brunner;08.04.1998;13;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
327;Quelle Riseten Mittel Stafel 1;Mittler Stafel Riseten;Matt;8766;736750;204270;700;Gde. Matt;1750;0;73620401;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels/ Boden;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;15;16;;;keine vorh.;0;nein;Brunner;08.04.1998;14;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
328;Quelle Riseten Unter Stafel;Unter Stafel Riseten;Matt;8766;735900;203810;700;Gde. Matt;1445;;73520303;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;2;3;;;keine vorh.;1;nein;Brunner;08.04.1998;15;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
329;Quelle Lanzerie;Lanzerie Alp Krauchtal;Matt;8766;;;700;Gde. Matt;1520;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;;;;;;;;;08.04.1998;22;;20.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
330;;Bruch;Matt;8766;;;700;Gde. Matt;1270;;;aus Plan gelesen;im Moment ungenutzt;;nicht gefasst;;;;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;;;;;keine vorh.;;;;08.04.1998;23;;20.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
331;Quelle Bruchhüttli;Bruch ob Hüttli;Matt;8766;734370;202740;700;Gde. Matt;1200;0;73420201;aus Plan gelesen;Trinkwasser; Wegbrunnen;ab Fels;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;7;8;;;keine vorh.;0;nein;Brunner;08.04.1998;24;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
333;Quelle Höfli;Höfli;Engi;8765;729500;205450;;Vontobel Heidi, Höfli;770;;72920502;aus Plan gelesen;im Moment ungenutzt;In Bach, Fischweiher;ab Fels;genügend;grosser Stein;;Archiv AFU Glarus;Vontobel Heidi, Höfli, Engi;;;9;10;;;keine vorh.;;nein;Brunner;08.04.1998;2;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
334;Quelle Vordere Wartstalden;Wartstalden;Engi;8765;727763;206287;;Gde. Schwanden;794.3400269;0;72720603;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Stollen;gut;Eisendeckel;Brunnenstube;Archiv Lienert & Haering AG;J. Tschudi, WV Schwanden;Eigentliche Fassung ca. 300 m im Berg innen;;H24;H25;;;provisorich;1;ja;M. Simmler;08.04.1998;3;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
335;Quelle Hinterer Wartstalden;Wartstalden;Engi;8765;728672;205931;;Gde. Schwanden;756.3099976;50;72820501;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Stollen;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;J. Tschudi, WV Schwanden;eigentliche Fassung mehrere 100 m im Berg innen;;H26;H27;H28;;provisorisch;1;ja;M. Simmler;08.04.1998;4;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
336;Quelle im Knie;Bifang;Engi;8765;730050;205370;;Brunnenkorporation Knie;815;0;73020501;aus Plan gelesen;Trinkwasser;6 Liegenschaften;ab Fels;gut;Eisentor;Brunnenstube;Archiv AFU Glarus;Kurt Klingenfuss, Zürich;;;;;;;erforderlich;0;ja;;08.04.1998;5;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
337;Quelle im Holderbergli;Bifang;Engi;8765;730010;205470;;diverse;850;0;73020502;aus Plan gelesen;Trinkwasser;4 Liegenschaften;Sicker-/Zuleitung;genügend;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Leonard Marti-Meili, Holderberg, Engi;;;15;16;;;keine vorh.;1;nein;Brunner;08.04.1998;6;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
338;Quelle im Bergli;Bergli;Engi;8765;729930;205550;;M. Baumgartner-Marti;880;0;72920503;aus Plan gelesen;Trinkwasser;Einzelliegenschaft mit Stall;Aufstossend;schlecht;Blech;Brunnenstube;Archiv AFU Glarus;M. Baumgartner-Marti, Bergli, Engi;;;13;14;;;keine vorh.;0;nein;Brunner;08.04.1998;7;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
339;Quelle Brunnengaden;Brunnengaden;Engi;8765;730263;205550;;Gde. Engi;880;;73020503;im Feld eingemessen;Trinkwasser;WV Gemeinde;Stollen/ ab Fels;gut;Türe;Brunnenstube;Archiv Lienert & Haering AG;Fux Ernst, Werkführer;;;11;12;;;definitiv;1;ja;Brunner;08.04.1998;8;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
340;Quelle im Malissand 1;;Engi;8765;730590;205790;;Weberei Sernftal (Weseta);980;0;73020506;aus Plan gelesen;Trinkwasser;Wohnhäuser, Weberei;;gut;Eisentor;Brunnenstube;Archiv AFU Glarus;Weseta Engi;"-3 Quellschächte
verschlossen";;28;;;;erforderlich;;ja;Brunner;08.04.1998;9;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
341;Quelle im Salenstutz;;Engi;8765;;;;Gde. Engi;1000;;;aus Plan gelesen;Brauchwasser;Brunnen;;;;;Archiv AFU Glarus;Fux Ernst, Werkführer;nicht aufgenommen;;;;;;;;;;08.04.1998;10;;19.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
342;Quelle Müslenrus;Müslenrunse/Gufelstock;Engi;8765;730670;206310;;Brunnenkorp. Gufelstock, Gde. Engi;1130;0;73020601;aus Plan gelesen;Trinkwasser;Ferienhäuser;ab Fels;gut;Eisentor;Brunnenstube;Archiv AFU Glarus;Fux Ernst, Werkführer Engi;verschlossen;;30;;;;erforderlich;0;ja;Brunner;08.04.1998;18;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
343;;Schiterrunse;Engi;8765;730380;206980;;Gde. Engi;1550;;73020603;aus Plan gelesen;;;;;;;Archiv AFU Glarus;Fux Ernst, Werkführer;;;;;;;;;;;08.04.1998;19;;;WAHR;WAHR;FALSCH;FALSCH
344;Quelle Üeblital;Üeblital;Engi;8765;731265;207050;;Gde. Engi;1185;30;73120701;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;Fux Ernst, Werkführer;;;21;22;;;definitiv;1;ja;Brunner;08.04.1998;20;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
345;;in den Brünnen;Engi;8765;;;;Gde. Engi;1090;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Fux Ernst, Werkführer;ungenutzt,;;;;;;;;;;08.04.1998;21;;19.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
346;;;Engi;8765;;;;O. Haller, Leinsiten;820;;;aus Plan gelesen;Brauchwasser;Brunnen;;;;;Archiv AFU Glarus;Kurt Haller, Leinsiten;nicht aufgenommen;;;;;;;;;;08.04.1998;11;;19.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
347;Quelle i.d. Leinsiten;;Engi;8765;;;;O. Haller, Leinsiten;900;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Kurt Haller, Leinsiten;nicht aufgenommen;;;;;;;;;;08.04.1998;12;;19.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
348;Quelle Hüttenboden;Hüttenboden;Engi;8765;731410;205290;;H. Marti, Berg;1250;0;73120501;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;ab Fels;genügend;Schieferplatte;Brunnenstube;Archiv AFU Glarus;Fux Ernst, Werkführer, Engi;;;30;31;;;keine vorh.;0;nein;Brunner;08.04.1998;13;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
349;Quelle Wagenplatz;Wagenplatz;Engi;8765;731350;205190;;Schul Blumer Brämer Brunnenkorporation;1195;0;73120502;aus Plan gelesen;;3 Dorfbrunnen + Stall;Sicker-/Zuleitung;gut;Plastiktank;Brunnenstube;Archiv AFU Glarus;Mathias Marti, Riegelgasse, Engi;;;32;33;34;;keine vorh.;2;nein;Brunner;08.04.1998;14;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
350;Quelle i.d. Brunnadern;;Engi;8765;731340;205400;;Gde. Engi;1220;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Fux Ernst, Werkführer Engi;;;;;;;;;;;08.04.1998;15;;19.10.1999;FALSCH;FALSCH;FALSCH;FALSCH
351;Quelle i.d. kalten Brünnen;;Engi;8765;;;;Gde. Engi;1300;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;ungenutzt, nicht aufgenommen;;;;;;;;;;08.04.1998;16;;19.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
352;Planggenruskorporation;Buechwald;Schwanden;8762;;;;Blanggenbrunnenkorporation;900;;;aus Plan gelesen;Brauchwasser;Brunnen (Viehtränke);Bachwasserfassung;;Holz;;Archiv AFU Glarus;J. Tschudi, Werkführer Schwanden;nur Viehtränke --> nicht aufgenommen;;;;;;keine vorh.;;nein;;15.04.1998;1;;28.08.1998;FALSCH;FALSCH;FALSCH;FALSCH
353;Hinterruskorporation;Äschen;Schwanden;8762;;;;Hinterrunsenkorporation;910;;;aus Plan gelesen;;;;;;;Archiv AFU Glarus;H. R. Streiff;gemäss Gemeinde ungenutzt, nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;4;;09.10.1998;FALSCH;FALSCH;FALSCH;FALSCH
354;Quelle Leuggelen;Leuggelenwald;Schwanden;8762;722525;205845;;Leuggelbrunnenkorporation;950;0;72220515;aus Plan gelesen;Brauchwasser;Brunnen (Viehtränke), Rest. Leuggelen;Sicker-/Zuleitung;gut;Türe;Brunnenstube;Archiv AFU Glarus;J. Tschudi, Werkführer Schwanden;;;L30;L31;;;keine vorh.;1;ja;M. Simmler;16.04.1998;5;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
355;Quelle Hellwald 1;Hellwald;Schwanden;8762;724754;204363;;Gde. Schwanden;1116.680054;;;Geometeraufnahmen;Trinkwasser;WV Gemeinde;;;;;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;Quelle neu mit Hellwald 2 gefasst;;;;;;definitiv;;;;16.04.1998;6;;04.08.1998;FALSCH;FALSCH;FALSCH;FALSCH
356;Quelle Hellwald 2;Hellwald;Schwanden;8762;724756;204360;;Gde. Schwanden;1118.640015;40;72420401;Geometeraufnahmen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;SVGW-Konform;Pilzdeckel;Brunnenstube/Sammelschacht;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;;;G8;G9;G10+1;;definitiv;3;ja;M. Simmler;16.04.1998;7;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
357;Quelle Hellwald 3;Hellwald;Schwanden;8762;724770;204360;;Gde. Schwanden;1121.170044;;;Geometeraufnahmen;Trinkwasser;WV Gemeinde;;;;kein Schacht;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;Quelle läuft direkt in Sammelbrunnenstube 10;;;;;;definitiv;;;M. Simmler;16.04.1998;8;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
358;Quelle Hellwald 4;Hellwald;Schwanden;8762;724783;204374;;Gde. Schwaden;1120.959961;0;72420402;Geometeraufnahmen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisendeckel;Kontrollschacht;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;Quelle läuft via Kontrollschacht in Sammelbrunnenstube 10;;G6;G7;;;definitiv;1;ja;M. Simmler;16.04.1998;9;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
359;Quelle Hellwald 15;Hellwald;Schwanden;8762;724674;204458;;Gde. Schwanden;1054.280029;70;72420403;Aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;SVGW-Konform;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;Quelle läuft direkt in Sammelbrunnenstube 10;;G12;G13;;;definitiv;2;ja;M. Simmler;16.04.1998;10;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
360;Quelle Tobel 20;Tobel;Schwanden;8762;724489;204514;;Gde. Schwanden;963.6900024;0;72420404;Geometeraufnahmen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisendeckel;Kontrollschacht;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;Quelle läuft via Kontrollschacht in Sammelbrunnenstube 19;;G14;G15;;;definitiv;1;ja;M. Simmler;16.04.1998;11;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
361;Quelle Tobel 21;Tobel;Haslen;8773;724457;204516;;Gde. Schwanden;948.75;10;72420405;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Sicker-/Zuleitung;gut;Eisendeckel;Kontrollschacht;Archiv Lienert & Haering AG;J. Tschudi, WV Gde. Schwanden;Quelle läuft via Kontrollschacht in Sammelbrunnenstube 19;;G16;G17;;;definitiv;1;ja;M. Simmler;16.04.1998;1;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
362;Quelle Tobel 22;Tobel;Haslen;8773;724441;204555;;Gde. Schwanden;924.4099731;10;72420406;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Sicker-/Zuleitung;gut;Eisendeckel;Kontrollschacht;Archiv Lienert & Haering AG;J. Tschudi, WV Gde. Schwanden;Quelle läuft via Kontrollschacht in Sammelbrunnenstube 23;;G18;G19;;;definitiv;1;ja;M. Simmler;16.04.1998;2;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
363;Quelle Tobel 25;Tobel;Haslen;8773;724378;204638;;Gde. Schwanden;871.5499878;0;72420407;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Sicker-/Zuleitung;gut;Eisendeckel;Kontrollschacht;Archiv Lienert & Haering AG;J. Tschudi, WV Gde. Schwanden;Quelle läuft via Kontrollschacht in Sammelbrunnenstube 24;;H1;H2;;;definitiv;1;ja;M. Simmler;16.04.1998;3;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
364;Quelle Tobel 24;Tobel;Haslen;8773;;;;Gde. Schwanden;880.5300293;;;Geometeraufnahmen;im Moment ungenutzt;WV Gemeinde Schwanden;nicht gefasst;;;;Archiv Lienert & Haering AG;J. Tschudi, WV Gde. Schwanden;gemäss J. Tschudi nicht mehr gefasst, da versiegt --> nicht aufgenommen;;;;;;definitiv;;;;16.04.1998;4;;04.08.1998;FALSCH;FALSCH;FALSCH;FALSCH
365;Quelle Schwändibord 35;Schwändibord;Haslen;8773;724319;204607;;Gde. Schwanden;908.3599854;5;72420408;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Sicker-/Zuleitung;gut;Eisendeckel;Kontrollschacht;Archiv Lienert & Haering AG;J. Tschudi, WV Gde. Schwanden;Quelle läuft via Kontrollschacht in Sammelbrunnenstube 24;;G20;G21;;;definitiv;1;ja;M. Simmler;16.04.1998;5;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
366;Quelle Schwändibord 36.1;Schwändibord;Haslen;8773;724300;204628;;Gde. Schwanden;907.25;30;72420409;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Stollen;SVGW-Konform;Eisentüre;Brunnenstube;Archiv Lienert & Haering AG;J. Tschudi, WV Gde. Schwanden;"Quelle läuft via Durchlaufrinne im Stollen in Sammelbrunnenstube 39; neu direkt in Sammelbrunnenstube";;G22;G23;;;definitiv;1;ja;M. Simmler;16.04.1998;;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
367;Quelle Schwändibord 37;Schwändibord;Haslen;8773;724282;204641;;Gde. Schwanden;902;;;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;;;;;Archiv Lienert & Haering AG;J. Tschudi, WV Gde. Schwanden;kein Schacht, Quelle läuft direkt in Sammelbrunnenstube 39;;;G25;;;definitiv;;;M. Simmler;16.04.1998;7;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
368;Quelle Schwändibord 38;Schwändibord;Haslen;8773;724283;204718;;Gde. Schwanden;848.7000122;50;72420410;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Sicker-/Zuleitung;SVGW-Konform;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;J. Tschudi, WV Gde. Schwanden;Quelle läuft direkt in Sammelbrunnenstube 38;;H3;H4;;;definitiv;1;ja;M. Simmler;16.04.1998;8;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
369;Quelle Weidrunse 45;Weidrunse;Schwanden;8762;724462;205131;;Gde. Schwanden;804.4199829;20;72420501;Geometeraufnahmen;Trinkwasser;WV Gemeinde;Stollen;SVGW-Konform;Türe;kein Schacht;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;Quelle läuft via Durchlaufrinne in Sammelbrunnenstube 45;;H5;H6;H7;;definitiv;;ja;M. Simmler;16.04.1998;12;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
370;Quelle Wagenrunse 56;Wagenrunse;Schwanden;8762;724998;205716;;Gde. Schwanden;693.6699829;10;72420502;Geometeraufnahmen;Trinkwasser;WV Gemeinde;Stollen;gut;Türe;kein Schacht;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;;;H11;H10;;;definitiv;2;ja;M. Simmler;16.04.1998;13;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
371;Quelle Wagenrunse 57;Wagenrunse;Schwanden;8762;724976;205718;;Gde. Schwanden;685.8800049;10;72420503;Geometeraufnahmen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Türe;Brunnenstube/Sammelschacht;Archiv Lienert & Haering AG;J. Tschudi, Werkführer Schwanden;;;H9;H10;H12;;definitiv;2;ja;M. Simmler;16.04.1998;14;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
372;Ginzenquelle;Ginzen;Schwanden;8762;;;;;610;;;aus Plan gelesen;im Moment ungenutzt;;nicht gefasst;;;;Archiv AFU Glarus;J. Tschudi, Werkführer Schwanden;nicht aufgenommen;;;;;;;;;;16.04.1998;15;;04.08.1998;FALSCH;FALSCH;FALSCH;FALSCH
373;Nüenhüttli;Neuenhüttli;Schwanden;8762;725750;204110;;Gde. Schwanden;920;10;72520401;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;J. Tschudi, Werkführer Schwanden;Versorgung Unterstafel Alp, nur kleiner Teil des Wassers gefasst;;H22;H23;;;keine vorh.;1;nein;M. Simmler;16.04.1998;162;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
